        ID   English  Calculus   Physics Chemistry
     01830      53.2      47.5      19.6      21.1
     01831      57.8      41.3      99.8       3.1
     01832      88.6      88.7      78.1      20.1
     01833      13.0      12.5      81.5      91.1
     01834       0.6      87.6      25.1      74.9
     01835      65.4      49.0      53.1       7.1
     01836      39.2      17.8       2.1      45.9
     01837      37.6      91.5      40.3      64.4
     01838      40.9      72.0      38.2      97.9
     01839      40.6      88.1      91.5      16.1
     01840      64.3      99.0      84.7      96.0
     01841      65.5      85.5      30.7      19.6
     01842      25.9      43.8      17.9      37.1
     01843      37.2       4.1      76.6      11.5
     01844      76.9      34.1      20.9      12.1
     01845      74.4      43.9      38.6      97.4
     01846      24.7      65.5      49.6      80.4
     01847      14.0      25.7      79.2      17.8
     01848      13.7      37.2      33.7      50.8
     01849      56.5      11.4      63.5      28.6
     01850      94.3      82.8      59.0       4.6
     01851      21.8      75.3      29.4      26.1
     01852      53.8      96.5      70.5       5.6
     01853      56.9      28.7      32.7      23.9
     01854      98.6      60.2      58.3      28.5
     01855      19.9      69.8      76.5      47.8
     01856       2.2      85.7      39.7       1.4
     01857      90.8      20.0       9.2      12.5
     01858      94.9      94.0      53.9       9.8
     01859      11.6      14.1      97.7      18.5
     01860      87.0      29.2      57.0      53.8
     01861      28.6      81.5      34.3      45.2
     01862      96.7      59.3      73.9      10.5
     01863      97.5      15.8      55.3      99.6
     01864      19.1      19.8      54.0       1.5
     01865      74.5      17.1      55.2      96.4
     01866      54.7      39.4      40.9      48.6
     01867      94.3      95.9      10.0       3.3
     01868      21.2      32.2      31.3      37.1
     01869      30.8      58.8      95.3       5.8
     01870      32.2      20.6      34.4      27.1
     01871      50.2       0.9      42.2      62.7
     01872      92.9      71.4      66.1      97.8
     01873      98.1      75.9       4.0      38.1
     01874      69.0      51.5      93.4      38.7
     01875      71.8      68.4      61.2       8.6
     01876      11.2      16.3      69.9      12.2
     01877       6.5      76.2      22.8      86.0
     01878      97.3      76.9      41.5      96.6
     01879      72.5      37.1      42.3      37.4
     01880      14.9      10.7      38.9      84.6
     01881      36.0      64.4      50.3       8.4
     01882      31.9      15.0       2.5      73.5
     01883      20.4      16.2      49.0      59.8
     01884      34.2      91.5      46.0       3.1
     01885      91.9      81.0       1.2      98.4
     01886      76.7      26.1      37.7      27.5
     01887      34.5      73.8      89.8       3.2
     01888      37.4       7.2      64.2      38.5
     01889      49.1       3.3      95.7      47.9
     01890      54.1      48.8      97.0      27.0
     01891      62.2      63.4      43.4      27.6
     01892      97.5      61.4      92.2      79.8
     01893      41.5      16.6      97.1      57.8
     01894      25.6      55.2      44.3      94.5
     01895      89.3      15.5      88.2      29.8
     01896      98.2       9.3      15.8      51.0
     01897      53.7      89.5      10.1      88.4
     01898      55.4      10.1      68.8      13.8
     01899      54.2      15.8      53.6       7.6
     01900      92.9      52.0      33.7      47.4
     01901      40.1      82.4      99.7      39.5
     01902      21.8      45.4      58.5      34.7
     01903      87.4      43.7      95.6      72.2
     01904      26.8      11.2      66.4      10.9
     01905      14.6      77.6      65.2      13.8
     01906      26.4      81.6      34.4      18.0
     01907      31.5       3.8      71.3      76.6
     01908      35.6      32.2      25.0      91.8
     01909      76.0      20.9      43.3      44.9
     01910      27.5      56.0      90.1      16.6
     01911      99.3      85.3      24.3      56.7
     01912      33.1       4.4      47.1      69.1
     01913      56.6      57.5      60.3      24.2
     01914      69.3       6.6      26.2      59.1
     01915      56.8      53.6      67.2      75.6
     01916      40.7      98.1      84.0       2.7
     01917      52.7      24.1      47.8      71.0
     01918      19.9      72.3       3.7      15.2
     01919      46.9       3.5      24.1      93.4
     01920      16.9      82.7      21.1      88.8
     01921      88.4      47.1       9.3      88.6
     01922       4.7      47.8      49.4      42.9
     01923      90.2      76.7      22.2      63.8
     01924      49.1      87.2      38.3      48.5
     01925      51.1      85.6      63.3      22.8
     01926      17.4      21.3      26.1      57.5
     01927      32.3      52.1      64.8      83.2
     01928      84.2      97.9      47.6       5.1
     01929      56.1      94.0      33.6      26.6
     01930      89.7      94.5      71.0       5.5
     01931      86.5      17.1      16.6      85.1
     01932      20.8      18.6      20.4      64.3
     01933      89.6      40.0      74.9      81.0
     01934       9.4      96.1      89.7      65.3
     01935      65.7      44.5      27.7      10.1
     01936      40.3      14.4      44.3      41.3
     01937      24.9      59.3      49.0      68.5
     01938      53.4      28.1      17.7      94.5
     01939      26.6      98.2      77.5      17.7
     01940       8.3      23.2      62.6      54.2
     01941      15.8      21.6      76.3      70.8
     01942      20.3      91.0      42.9      31.5
     01943      20.0      46.0      54.8      46.4
     01944       3.1      56.9      95.2      29.1
     01945      29.6       4.1      74.7      80.8
     01946      57.8       6.6      10.7      81.5
     01947      82.5      36.9      93.9      91.4
     01948      59.5      19.2      67.0      18.7
     01949       6.2      97.9       9.7      81.5
     01950      99.0      20.3      94.2      90.0
     01951       6.6     100.0      86.1       8.6
     01952      42.7      85.3      88.8      88.0
     01953      42.8      17.6      34.6      14.4
     01954      18.1      61.0      27.7      96.6
     01955      62.1      33.8      23.0      18.0
     01956      52.7      16.0      34.9      82.2
     01957      66.7      66.3      14.9      26.1
     01958      52.6      30.4      98.6      21.7
     01959      97.1       5.0      93.2      47.7
     01960      47.7       7.2      66.4      42.4
     01961      86.0      40.3      62.2      54.7
     01962      84.2      56.6      35.4      56.6
     01963      32.5      44.1      42.6      58.8
     01964      13.0      50.4      58.0       6.3
     01965      21.8      97.0      43.2      54.4
     01966      39.4       6.8      90.6      11.9
     01967      11.2       4.2      70.9      78.4
     01968       9.5      63.7       9.6      69.1
     01969      18.2      60.5       8.1      17.7
     01970       9.9      88.8      11.0      42.2
     01971      14.5      46.6      23.1       3.5
     01972      26.6      51.6       3.2      13.1
     01973      61.7      75.9      92.2      60.7
     01974      33.7      41.9       1.6      37.0
     01975      43.7      53.5      72.1      67.3
     01976      54.0      89.5      24.8      71.8
     01977      61.5      42.0      41.3      61.1
     01978      59.4      78.9      59.7      40.2
     01979      95.6      16.4      54.9       7.4
     01980      25.7      94.8      74.8      28.3
     01981      53.9      37.7      32.2       0.8
     01982      33.8       8.2      23.1      22.7
     01983      44.1      79.3      59.3      99.5
     01984      68.8      52.3      15.7      31.1
     01985      72.0       7.4      86.8      68.0
     01986      85.7      84.3      33.3      24.8
     01987      98.2      16.6      78.5      12.7
     01988      37.1      20.9      28.4      91.9
     01989      77.3      74.0      58.4      36.9
     01990      19.9      34.3      92.9      36.5
     01991      96.9      75.4      69.5      17.0
     01992      27.0       2.2      58.1      26.7
     01993      40.3      37.3      34.9      73.1
     01994      25.2      90.2      60.9      10.6
     01995      42.4      25.2      93.9      80.2
     01996      77.8      85.7      55.7      44.6
     01997      83.1      23.9      88.0      31.4
     01998      62.5      80.2      48.0      75.3
     01999      43.8      10.6      17.5      61.2
     02000      94.9      16.4      97.9       8.0
     02001      26.5      16.0      11.0       3.3
     02002      21.9      42.5      43.7      19.1
     02003      20.9      90.8      99.9      59.8
     02004      80.3      55.8       9.9      88.5
     02005      31.0      48.8      72.0      79.9
     02006      65.8       2.7      53.9      65.8
     02007      73.3      60.0      41.5      32.2
     02008       4.8      36.3      40.2      53.0
     02009      12.8      38.1      68.3      97.8
     02010      78.6      78.9      72.8      64.7
     02011       0.9      39.8      30.0       7.5
     02012      11.8       1.3      69.0      18.2
     02013     100.0      65.7      78.9      31.9
     02014      17.2      24.9      95.3      51.8
     02015      52.3       4.3      28.6      96.9
     02016      20.6      47.2      17.1       0.7
     02017      33.3      64.3      26.2      80.1
     02018      14.5       0.8       4.2      81.8
     02019      89.0      73.5       2.3      20.7
     02020      27.6      34.9      37.3      70.5
     02021       1.2      69.3      66.0       8.6
     02022      18.2      81.7       4.4      96.1
     02023      51.5      24.4      58.0      78.0
     02024      76.4      92.8      64.8      12.1
     02025      59.7      63.5      50.9      82.2
     02026       5.3      44.6      21.5      94.9
     02027       5.7      39.5      25.7      13.1
     02028      19.9       9.3      28.0      67.7
     02029      41.0      99.8      46.3      38.3
     02030      48.2      53.7      35.9      20.8
     02031      79.3      96.9      22.7      21.7
     02032      98.8      33.8      48.6      72.1
     02033      94.3      16.8       4.3      36.5
     02034      10.4      67.2      82.9       1.9
     02035      11.2      76.3      78.1      92.4
     02036      13.9      77.4      78.5      80.3
     02037      54.6      71.4      27.3       9.8
     02038      71.8      98.2      54.0      93.4
     02039       2.5      75.4      39.2      90.4
     02040      36.5      31.5      49.6       1.8
     02041      92.7      95.7      11.0       1.3
     02042      57.0      72.6      82.0      23.6
     02043      68.0      21.2      14.2      90.4
     02044      72.8      54.8      16.3      22.8
     02045      31.8      79.7      88.4      33.0
     02046      65.4      30.4      86.2       8.0
     02047      33.4      93.2      18.0      59.3
     02048      23.2      82.3       4.1      27.2
     02049       2.0      10.7      74.8      75.7
     02050      82.8      37.9      73.3      13.6
     02051      71.8      86.1      59.7      51.7
     02052      54.4      34.1      89.3      73.1
     02053      50.7      77.4      50.7      42.8
     02054      43.3       8.3       9.6      73.7
     02055      41.1      39.9      74.2      60.0
     02056      33.4      50.8      73.5      19.6
     02057      84.8      95.6      17.8      11.8
     02058      56.1      13.2      65.5      44.1
     02059      77.9      10.4      68.6      89.8
     02060      74.0      84.5      80.2      50.8
     02061      47.3      73.8      63.1      23.8
     02062      93.4       2.1     100.0      76.9
     02063      41.0      99.0      82.9       0.5
     02064       1.2      48.5      17.4      21.1
     02065      32.1      24.4      70.1      52.5
     02066       1.3      82.4      93.2      84.8
     02067      50.4      72.8      56.4      27.7
     02068      84.7      95.2      54.1      80.6
     02069      64.2      57.3      54.4      45.9
     02070      12.1      66.7      49.7      80.7
     02071      49.7      19.3      56.2      63.5
     02072      68.4      59.5      41.1      65.0
     02073      35.8      88.4      40.0      59.7
     02074      65.5      84.6      14.7      21.0
     02075       1.9      87.2       5.4      33.8
     02076      65.9      65.0      20.3      42.5
     02077      59.0      81.1      49.4      30.1
     02078      59.3      61.0      16.4      54.2
     02079      65.3      26.2      58.0      73.5
     02080      98.1      92.9      49.2      52.5
     02081      61.9      23.7      55.7      23.2
     02082       9.6       7.7      98.7      64.4
     02083      18.3      51.9      97.9      77.2
     02084      10.9      80.6       7.0      36.3
     02085      40.4      41.3      56.1       0.5
     02086      72.4      75.9      66.8      26.6
     02087      21.6       1.2      69.7      20.1
     02088      67.3       1.2      81.7      68.5
     02089      37.2      32.1      56.8      47.4
     02090      61.1       3.7      13.1      77.3
     02091      52.0      31.2      47.7       3.0
     02092      28.2      28.0      55.6       8.3
     02093      57.5      71.1      73.5      47.0
     02094      44.8      97.4      36.2      67.1
     02095      95.7      18.3      30.3      13.1
     02096      83.7      85.8      43.2      64.8
     02097      55.8      36.2      61.4      19.8
     02098      58.4      73.4      60.3       7.3
     02099      24.7      91.1      97.9      24.3
     02100      26.5      78.2      43.6       8.9
     02101      80.8      10.5       7.6      99.2
     02102      89.0      76.2      83.1      31.3
     02103      71.6      80.2      85.7      51.1
     02104      39.6       1.8      43.9      41.5
     02105      97.7      11.3      99.0      23.1
     02106      55.3      92.2      16.1      15.4
     02107      82.5      89.5      94.0      95.5
     02108      37.2      85.9      24.2      46.5
     02109       9.3      76.7      51.3      80.2
     02110      71.7      98.1      24.4      62.5
     02111      24.9      37.5      76.2      53.0
     02112       2.2      62.7      92.1      33.2
     02113      81.5      82.8      15.0      98.4
     02114       2.9      64.2      88.3      69.8
     02115      23.9      30.0      75.7      46.4
     02116      78.1      78.7      40.0      87.9
     02117      52.5      63.1      59.8      11.6
     02118      85.8      66.7      38.4      65.1
     02119      72.0      95.3      16.7      93.3
     02120      80.4      75.5       4.3       5.0
     02121      57.3      71.9      81.8      55.4
     02122      82.8      39.7      57.1      37.9
     02123      65.3      74.1      60.0      97.1
     02124      22.9       5.5       7.7       9.2
     02125      37.8      80.2      75.6      27.7
     02126       3.2      59.5      61.7      23.9
     02127      79.7      30.9       5.6      62.7
     02128      23.4      67.3      78.8      68.1
     02129      49.1      13.4      91.4      10.0
     02130      55.7      37.3      31.8      97.8
     02131      42.8      72.6      94.1      69.5
     02132      83.1      53.2      81.5      13.5
     02133      69.6      10.4      66.8      19.5
     02134      36.3      25.3      53.8      68.4
     02135      62.4      67.8      47.9       5.7
     02136      86.0       0.6      76.6      72.4
     02137      84.5      93.5      50.6      83.2
     02138      46.5       6.4      45.2      63.4
     02139      39.7      30.6      14.5      75.7
     02140      66.2      39.9      94.8       1.0
     02141      52.6      27.9      51.1      58.8
     02142      19.4      85.0      97.0      39.5
     02143      31.0      54.6      48.0      51.9
     02144      60.5      51.5       3.0       8.5
     02145      79.7       9.2      48.1      47.6
     02146      51.8      57.7      20.6      73.2
     02147      57.0      19.9      56.3      76.0
     02148      61.7      42.8      14.1      81.9
     02149      41.8      23.2      25.9      86.4
     02150      52.6      42.6      40.8      77.7
     02151      41.2      54.7      37.9      77.7
     02152      30.1      54.0      70.2      66.1
     02153      19.8      68.7      54.8      62.1
     02154      53.9      12.4       2.9       9.6
     02155      36.4      10.3      19.6      25.9
     02156       0.0      20.3      10.4      39.3
     02157      37.0      92.6      64.1      84.7
     02158      69.2      83.5      91.4      41.6
     02159      69.4      14.1      67.2       3.2
     02160      12.2      17.4      24.2      83.9
     02161      31.0      35.0      70.8      63.2
     02162      48.0      31.8      19.9       4.0
     02163      91.4      65.2      50.6      77.3
     02164      63.2      44.3      53.6      84.1
     02165       4.8      28.7      45.9      23.9
     02166      13.7      25.1       1.0      66.1
     02167      82.2      78.7      98.4      49.6
     02168      76.3      67.2      73.1       9.6
     02169      37.0      64.0      88.4      66.0
     02170      96.4      60.1      95.7      44.8
     02171      81.4      75.2      92.1      27.7
     02172      85.3      46.5      92.4      78.8
     02173      54.6      61.4      85.3      78.1
     02174      23.4       1.0      90.6      42.9
     02175      23.7       8.7      41.6      67.6
     02176      12.4      70.9      52.5      16.5
     02177      23.2      64.5      70.4       3.9
     02178      97.1      30.9       3.1      72.1
     02179      71.7      16.3      25.5      34.1
     02180      32.0      46.4      94.5      59.0
     02181      14.0      92.0      54.5      21.6
     02182       8.4      66.1      79.3      74.9
     02183      63.8       0.7      80.4      57.9
     02184      22.4      29.4      23.7      25.7
     02185      45.2      58.4      17.9      78.4
     02186      35.9      98.9      17.8      24.0
     02187      26.1       2.9       7.8      63.9
     02188      49.3      33.5      66.6      68.7
     02189      70.2      82.3      51.5      20.1
     02190      27.0      55.0      88.0      44.4
     02191      63.1      45.9      63.2      98.5
     02192      99.0      34.5      49.1      90.2
     02193      42.2      70.2      32.5      54.3
     02194      99.1      39.6      58.0      43.0
     02195       1.1       9.7      30.2      66.9
     02196      44.3      33.6      56.1      92.2
     02197       7.4      81.1      84.2      48.6
     02198      19.8      47.0      11.6      30.8
     02199       7.3      49.0      94.8      78.8
     02200      50.7      83.7      62.4      85.6
     02201      80.1      36.7      14.2      59.7
     02202      91.8      19.6      99.8      70.0
     02203      16.6       8.3      35.5      47.3
     02204      34.7      72.5       3.9      93.8
     02205      15.0      61.7      40.0      16.8
     02206      61.4      60.1      28.7      78.1
     02207      13.4      40.1      46.3      92.4
     02208      69.9      82.9      60.1      25.6
     02209      64.8      55.9       0.8      46.9
     02210      33.4      91.5      99.0      48.6
     02211      82.5      52.0      74.2      75.7
     02212      20.9      85.9      82.8      53.3
     02213      53.6      58.3      81.2      65.3
     02214      89.9      55.9      23.8      47.6
     02215      38.8      41.7      50.4       9.0
     02216      89.4      74.4       2.3      24.9
     02217      36.9      67.9      53.6      61.5
     02218      17.6      99.0      92.5      50.1
     02219      27.4      82.3      40.5      78.1
     02220      17.6      42.9      62.2      76.1
     02221      66.4      26.3      58.4      44.1
     02222      45.8      31.6      64.6       9.9
     02223      95.6      13.4      24.3       4.0
     02224      50.7      18.8       1.8      32.5
     02225       2.6      92.6      65.9      13.7
     02226      53.1      35.4       3.4      53.5
     02227      29.2      43.7      11.0      20.9
     02228       1.2      29.9      72.9      45.4
     02229      72.1      14.4      21.7      56.9
     02230      47.3      43.0      78.0      69.0
     02231      81.8      47.3      71.7      11.7
     02232      60.2      22.7       6.9      35.0
     02233       5.2      63.6      64.0      37.5
     02234      89.3      96.6      39.6      10.2
     02235       8.5      49.2      75.7      32.3
     02236      73.1       0.4      56.1      92.2
     02237       6.9      54.8      86.5       0.3
     02238       6.1      60.1      71.8      93.0
     02239      40.4      78.7      82.1      98.8
     02240      39.6      93.0      18.6      50.3
     02241      97.7      42.3      52.0      40.4
     02242      39.4      99.8      29.5      17.9
     02243      51.3      54.7      90.1      39.6
     02244      82.2      79.5      96.6      41.4
     02245      84.6      93.1      37.0      89.0
     02246      82.0      71.1      40.3      17.7
     02247      88.2      54.4      89.5      91.5
     02248      34.3      83.8      66.6      68.7
     02249       3.8      82.3      24.4       3.4
     02250      53.7      94.0      70.3      18.7
     02251      23.3      86.9      73.7      40.8
     02252      37.6       9.2      73.8      23.4
     02253      92.4      33.0      49.2      91.1
     02254      41.3      77.8       1.0       5.7
     02255      20.7      33.8      48.3       9.3
     02256       9.9      76.9      22.4      30.8
     02257      46.1      79.4      57.4      58.6
     02258      77.1       1.9      51.3      36.1
     02259       3.0      64.2      56.6      92.3
     02260      18.2      58.2      56.0      14.3
     02261      90.2      53.6      90.1      54.0
     02262      85.2      28.4      65.6      14.7
     02263      23.9      30.5      60.5      70.0
     02264      94.2      41.7      94.9      15.3
     02265      64.0      99.7      74.6       9.9
     02266      40.1      75.4      47.4      85.0
     02267      90.3      73.5      86.2      11.7
     02268      33.2      97.5      12.2      59.8
     02269      41.4       0.4      43.0      16.4
     02270      94.5      44.2      87.8      13.5
     02271      84.3      52.0      71.5      59.7
     02272      38.5      63.1      20.3      67.2
     02273      66.1      14.1      45.7      42.1
     02274      28.3      73.5      74.8      11.1
     02275       2.5      80.8      86.0      69.9
     02276      30.6      54.1      97.1      46.5
     02277      94.7      43.7      88.9      54.8
     02278      35.0      19.2      77.9      63.5
     02279      24.7      74.0      19.3      56.9
     02280      86.7      10.2      21.9       8.6
     02281      39.2      25.3      11.9      85.0
     02282      51.7      55.3      29.1      59.8
     02283      19.2      53.6      18.8      78.3
     02284      28.2      88.4      42.6      74.2
     02285      15.3      93.2      72.2       6.0
     02286      52.3      84.2      50.7       9.8
     02287      54.7      51.2      39.7      96.1
     02288      74.5      60.1      43.5      13.4
     02289      12.9      13.8      10.4      38.7
     02290      35.0      62.6      62.1      12.5
     02291      28.5      92.7      17.7      73.2
     02292       6.8      56.3      39.7      47.1
     02293      40.7      26.1      85.8       0.4
     02294      86.0      79.5      40.1      53.9
     02295      48.0       9.0      15.4      22.0
     02296      86.0      21.1      81.3      56.5
     02297      27.3      81.0      22.1      95.1
     02298      82.5      15.2       3.9      24.4
     02299      72.8      20.1      97.8       1.6
     02300      65.2      35.0      83.9      32.7
     02301      48.2      18.8      51.3      91.8
     02302      73.6      22.7      19.8      77.5
     02303      21.3      83.5      57.6      40.5
     02304      97.9      14.4      37.0       8.6
     02305       2.0      10.7      90.1      15.5
     02306      48.7      73.9      35.6      89.4
     02307      49.5       9.7      75.7      14.9
     02308      27.3      66.2      52.2      72.4
     02309      61.1      71.3      45.5      12.4
     02310      40.5      36.0      22.3      12.4
     02311      61.9      88.1      33.3      19.7
     02312       2.7      15.2      38.9      97.6
     02313       3.9      49.7      21.6       8.5
     02314       4.6      33.8      35.5      86.2
     02315       4.6      16.3      77.2       9.4
     02316      61.5      78.4      19.4      88.5
     02317      40.4      57.7      12.9      65.6
     02318      62.3       7.3       8.9      16.3
     02319      57.7      19.7      20.7      21.9
     02320      32.8      98.9      32.3      28.8
     02321      97.4      66.2      89.7      88.2
     02322      31.6      55.7      60.0      21.0
     02323      50.2      95.9       8.5      59.2
     02324      50.1      49.5      39.8       3.6
     02325      17.0      52.4      10.1      15.0
     02326       5.4       1.5      44.9      62.3
     02327      86.7      29.1      14.0      83.6
     02328       2.1       8.0      48.3      49.0
     02329      42.5      50.1      75.5      89.2
     02330      90.4      39.2      97.7      64.1
     02331      93.6      68.2      67.1      83.5
     02332      22.9      70.4      78.0      39.8
     02333      10.2      39.6      80.1      13.8
     02334      44.1      62.7      76.3      47.5
     02335      55.4      57.7      99.9      28.2
     02336      90.8       7.2      61.6      14.0
     02337      56.0      71.1      64.7      67.3
     02338      48.5      65.0      85.0      14.0
     02339      94.5      91.6      76.3      46.0
     02340      45.1      91.9      24.7      71.4
     02341      60.4      62.8      57.3      35.8
     02342      64.5      84.8      95.6      25.6
     02343      68.8      66.4      11.8      54.4
     02344      34.4      19.1      79.4      97.2
     02345      38.8      98.9      78.1      37.8
     02346      66.1      46.6      77.5      71.5
     02347      93.8       2.8      96.2       1.7
     02348      91.4      29.7      96.7       8.7
     02349      68.6      54.2      44.7      18.8
     02350      57.0      80.3       7.9      95.7
     02351      44.1       8.1      34.1      27.3
     02352      29.0      14.8      51.7      96.3
     02353      45.7      48.5      79.3      30.0
     02354      15.8      37.2      69.6      31.8
     02355      44.7      64.7      60.9      35.6
     02356      24.0       7.3      94.7      29.9
     02357      52.8       8.8      22.9      47.7
     02358      94.1      62.0      45.5      76.6
     02359      98.5      60.3      99.6       0.4
     02360      62.5       9.3      80.7      21.0
     02361      58.6      85.9      24.4      33.9
     02362      77.4      98.5      19.1      89.3
     02363       3.9      23.7      31.3      61.6
     02364      24.5      77.9      89.8      54.6
     02365       4.2      16.1      73.6       7.8
     02366      73.9      51.5      50.5      58.6
     02367      41.2      35.2      72.8      57.0
     02368      90.5      91.1      83.0      44.6
     02369      84.3      93.5      47.3      90.0
     02370      69.1      83.1      21.7      74.8
     02371      62.2       6.5      85.4      16.6
     02372       5.2      69.3      89.7      78.4
     02373      33.4      31.6      36.7      42.0
     02374      32.5      87.6      99.3       4.1
     02375      41.4      55.0      97.3      81.5
     02376      69.6      79.7      34.9      52.1
     02377      20.7      18.6      86.7      53.6
     02378      44.0      72.0      37.9       9.1
     02379      11.4      65.6      51.0      53.1
     02380      72.8      55.2      33.9      63.2
     02381      80.7       0.9      83.3      48.8
     02382      14.7      64.2      72.9      89.0
     02383      44.4      41.0      99.7      50.7
     02384      40.9      14.3      13.8      12.6
     02385      93.5      34.6      56.5      91.3
     02386      75.0      67.8      62.8      49.1
     02387      71.2      28.9      73.9       0.4
     02388      63.0      22.7      50.8      59.9
     02389      62.5      67.2      96.2      31.2
     02390       7.3      45.3       6.6      71.3
     02391      16.4      45.3      93.7      97.5
     02392      15.9      61.7       9.2      16.5
     02393      13.1      81.3      11.5      45.7
     02394       3.3       4.9      97.0      88.4
     02395      29.5      51.9       6.1      20.6
     02396      20.9      58.2      13.0       7.2
     02397      45.0      32.5      11.9      23.5
     02398      59.1      13.4      43.9      63.3
     02399      51.9      64.2      82.3      56.2
     02400      98.3      47.4      50.4      27.9
     02401      57.5      54.2      61.4      70.6
     02402      84.0      59.7      27.2      22.0
     02403      87.2      98.0      14.3      88.2
     02404      39.0       6.0      18.0      83.8
     02405      48.5      95.0      89.9       4.7
     02406      44.5      30.9      88.2      79.5
     02407      68.4      42.4      55.9      14.0
     02408      38.3      83.3      77.5       2.6
     02409      52.0      46.2      29.0      24.5
     02410      91.6      35.1      37.3      31.2
     02411      26.4      42.9      56.6      64.6
     02412      76.2      90.9      24.4       3.9
     02413      10.3       6.8      96.5      43.4
     02414      31.3      58.8      43.5      39.7
     02415      87.7       6.2       2.3      59.9
     02416      92.3      59.4      58.6      95.6
     02417       7.9      61.0      15.5      19.5
     02418      32.8      79.1       4.1      57.2
     02419      38.3      78.3      35.1      59.7
     02420      77.8      79.1      15.7       9.4
     02421       6.6      36.2      24.8      77.1
     02422      83.5      61.6      92.6      11.8
     02423      83.8      16.3       2.6      34.0
     02424      79.8      25.1       0.7      64.5
     02425      64.0      90.6      55.4      28.0
     02426      70.9      56.8      78.6      93.1
     02427      95.7      32.5      44.8      24.5
     02428      96.8      94.1      68.3      62.2
     02429      24.9      66.2      23.6      60.6
     02430      70.6      66.6      69.2      54.6
     02431      92.1      79.8      63.0      49.1
     02432      24.9      85.8      15.8      89.9
     02433      18.5      24.0      69.1      35.8
     02434       6.4      16.7      44.4      45.4
     02435      97.5      16.2      48.2      49.6
     02436      22.5      18.3      57.0      67.0
     02437      74.8      27.6      97.5      93.3
     02438      89.1      97.8      93.6       3.3
     02439      96.5      31.4      64.0      30.0
     02440      82.8     100.0      25.9      17.3
     02441      46.0      29.0      58.8      42.5
     02442      32.0      82.6      87.8      60.3
     02443      19.4      19.9      83.2      21.9
     02444      89.4      69.6       7.0      56.8
     02445      61.2      31.4      20.3      94.7
     02446       8.2      17.5      69.4      12.7
     02447      81.5      55.6      14.4      67.0
     02448      10.9      86.5      84.3      46.9
     02449      31.0      71.9      33.1      87.4
     02450      50.1      70.4      16.0      33.3
     02451      88.8      97.9      28.9      81.5
     02452      67.4      87.3      54.2      17.0
     02453      22.8      35.1      88.8      30.5
     02454      81.4      89.2      53.7       7.9
     02455       1.2      36.9      29.3      43.2
     02456      54.7      69.4      50.1      88.0
     02457      87.2       7.3      79.6      11.8
     02458      66.7      96.2       4.7      77.4
     02459       1.0       7.9      10.7      52.5
     02460      72.4      10.8      55.4      21.3
     02461      18.8      35.3      18.0      95.1
     02462       0.9      85.6      17.0      45.8
     02463      45.1      16.6      14.4      31.9
     02464      33.7      33.1      25.5      58.9
     02465      17.4       1.2       6.8      41.5
     02466       7.5      35.6      98.0      39.6
     02467      22.8      37.6      70.2      78.6
     02468      97.3       3.8       2.1      36.8
     02469      89.0       2.7       2.9      36.5
     02470      10.4      12.2      11.0      45.5
     02471      77.0      27.7      92.7      38.9
     02472      11.9      79.9      89.8      34.2
     02473       2.1      47.6      30.4       1.6
     02474      38.6      71.4      68.6      64.6
     02475      52.7      53.7      28.4      88.5
     02476       6.7      77.3      13.4      56.5
     02477      50.1      31.4      70.5      98.0
     02478      31.6      44.4      64.7      86.0
     02479      49.8      97.8      23.4      48.2
     02480       8.6      51.1      23.4      15.3
     02481      34.8      28.0      72.0      98.3
     02482      56.6       2.9      65.6      13.9
     02483      29.5      91.5      44.5      74.9
     02484      51.7      12.1      66.4      35.0
     02485      37.0      54.0       8.4      87.3
     02486       1.9      19.0      94.3       1.2
     02487      83.4      31.7      61.9      24.1
     02488      87.6      74.3      55.8      83.2
     02489      56.5      27.3      25.8      62.7
     02490      99.5      37.3      87.8      60.0
     02491      63.2      49.7       5.4      13.5
     02492      61.1      69.8      94.9      32.4
     02493      26.7      70.7      13.6       6.3
     02494      25.0      66.4       4.5      29.2
     02495      70.8      34.8      80.9      86.1
     02496      24.2      33.8      85.2      62.5
     02497      55.1      86.8      91.4      49.5
     02498      74.8      51.6      26.2      83.7
     02499      75.8      38.0      65.8      31.9
     02500      98.6      42.5      24.7       4.1
     02501      61.3      95.1      33.5      91.2
     02502      91.4      66.6       1.2      74.5
     02503      48.2      78.3       1.1      50.9
     02504      46.9      98.1      95.1      84.3
     02505      94.2      89.7      65.6      85.8
     02506       7.6       1.9      46.7      48.3
     02507      70.2      16.1      49.2       1.9
     02508      33.2      21.0      30.7      89.2
     02509      87.3      67.4      53.8      41.2
     02510      63.6      47.2      69.3       3.3
     02511      25.5      75.9      19.9      72.8
     02512      55.9      65.1      15.2      72.8
     02513      84.1      67.9      66.5      46.7
     02514      80.6      86.6      17.4      64.5
     02515      60.0      91.4      89.4      44.9
     02516      55.3      55.0      12.4      85.3
     02517      20.2      91.4      63.3      45.5
     02518      93.2      30.0      76.9      77.3
     02519      67.3      78.3       5.7      80.1
     02520      46.5      17.2      46.6      69.3
     02521      72.0      72.6      86.7      64.0
     02522      30.7      15.5      47.2      18.7
     02523      15.4      80.0      11.2      44.0
     02524      37.0      71.8      48.3       5.5
     02525      48.4      66.1      28.6      71.9
     02526      20.4      35.5       1.9      47.9
     02527      40.9      30.1      49.2      15.9
     02528      43.0      27.4      26.1      81.5
